candidate,age_band,age_sort,rows,actual_dead_rate,predicted_dead_rate,weighted_f1,dead_class_f1,accuracy,dead_precision,dead_recall,true_positive,false_positive,true_negative,false_negative,false_positive_rate,false_negative_rate,error_rate,mean_probability,roc_auc,brier_score
nested_pseudo95_proxy,30-34 years,30,27,0.5185185185185185,0.48148148148148145,0.8148148148148148,0.8148148148148148,0.8148148148148148,0.8461538461538461,0.7857142857142857,11,2,11,3,0.15384615384615385,0.21428571428571427,0.18518518518518517,0.5297848998063611,0.9285714285714286,0.1051305172411031
nested_pseudo95_proxy,35-39 years,35,69,0.6376811594202898,0.6811594202898551,0.7203884613690349,0.7912087912087912,0.7246376811594203,0.7659574468085106,0.8181818181818182,36,11,14,8,0.44,0.18181818181818182,0.2753623188405797,0.6847663339061951,0.7890909090909091,0.17434310876148643
nested_pseudo95_proxy,40-44 years,40,158,0.6962025316455697,0.7215189873417721,0.8717961317713657,0.9107142857142857,0.8734177215189873,0.8947368421052632,0.9272727272727272,102,12,36,8,0.25,0.07272727272727272,0.12658227848101267,0.70572165051681,0.9172348484848485,0.09963795273738055
nested_pseudo95_proxy,45-49 years,45,341,0.7302052785923754,0.750733137829912,0.8366381744790116,0.8910891089108911,0.8387096774193549,0.87890625,0.9036144578313253,225,31,61,24,0.33695652173913043,0.0963855421686747,0.16129032258064516,0.7430305638961061,0.9024358302776322,0.11175802839657743
nested_pseudo95_proxy,50-54 years,50,789,0.7693282636248415,0.7946768060836502,0.8447199939578537,0.9027552674230146,0.8479087452471483,0.8883572567783095,0.9176276771004942,557,70,112,50,0.38461538461538464,0.08237232289950576,0.1520912547528517,0.7840476480545505,0.8836196752176981,0.1013055155732371
nested_pseudo95_proxy,55-59 years,55,1821,0.7924217462932455,0.8242723778143877,0.8334328171714123,0.9001358695652174,0.8385502471169687,0.882744836775483,0.9182259182259183,1325,176,202,118,0.4656084656084656,0.08177408177408177,0.1614497528830313,0.8082423362178771,0.8541251874585208,0.1136262563120147
nested_pseudo95_proxy,60-64 years,60,2925,0.8027350427350427,0.8112820512820513,0.8569244580082835,0.9120948951493327,0.8581196581196581,0.9072903497682259,0.9169505962521295,2153,220,357,195,0.38128249566724437,0.08304940374787052,0.14188034188034188,0.8102404730236005,0.8819549216265771,0.0984765372672018
nested_pseudo95_proxy,65-69 years,65,3851,0.7987535705011686,0.8065437548688652,0.847745713657615,0.9058557101261727,0.8488704232666839,0.901481004507405,0.9102730819245773,2800,306,469,276,0.39483870967741935,0.08972691807542263,0.15112957673331603,0.807002994454426,0.8773228742816394,0.10259714175419832
nested_pseudo95_proxy,70-74 years,70,4233,0.8091188282541932,0.8225844554689346,0.8689481168852947,0.9208049804546112,0.8707772265532719,0.913268236645606,0.9284671532846716,3180,302,506,245,0.37376237623762376,0.07153284671532846,0.12922277344672808,0.816562741594705,0.894804509648045,0.09113559864580974
nested_pseudo95_proxy,75-79 years,75,4027,0.8348646635212317,0.8532406257760119,0.8774334179455072,0.929096793174463,0.8803079215296747,0.919091967403958,0.9393218322427127,3158,278,387,204,0.4180451127819549,0.06067816775728733,0.1196920784703253,0.844831749963308,0.900172203262469,0.08323967383422737
