cluster_type,cluster,focal_rows,rest_same_cluster_rows,focal_dead_rate,rest_dead_rate,focal_predicted_dead_rate,rest_predicted_dead_rate,focal_weighted_f1,rest_weighted_f1,focal_false_positive,focal_false_negative,rest_false_positive,rest_false_negative,focal_alive_denominator,rest_alive_denominator,focal_false_positive_rate,rest_false_positive_rate,false_positive_rate_difference,fpr_fisher_p_value,focal_dead_denominator,rest_dead_denominator,focal_false_negative_rate,rest_false_negative_rate,false_negative_rate_difference,fnr_fisher_p_value,focal_error_rate,rest_error_rate,error_rate_difference,overall_error_fisher_p_value,overall_error_bh_q_value,fpr_bh_q_value,fnr_bh_q_value,descriptive_overall_error_flag,fpr_denominator_gate,fnr_denominator_gate,class_conditional_fpr_signal,class_conditional_fnr_signal,class_conditional_excess_error_signal
composite_stage_x_histology_family,EOD unavailable (all blank) | large-cell family,14,112,0.8571428571428571,0.9464285714285714,0.9285714285714286,0.9821428571428571,0.7542857142857143,0.9556878306878307,2,1,4,0,2,6,1.0,0.6666666666666666,0.33333333333333337,1.0,12,106,0.08333333333333333,0.0,0.08333333333333333,0.10169491525423731,0.21428571428571427,0.03571428571428571,0.17857142857142855,0.029629673057463227,0.17934839541553096,1.0,0.375,False,False,False,False,False,False
composite_stage_x_histology_family,M0 N0 T0-2 localized | NOS/other epithelial family,5,229,0.8,0.6943231441048034,0.8,0.74235807860262,0.6,0.7715203711003275,1,1,31,20,1,70,1.0,0.44285714285714284,0.5571428571428572,0.4507042253521127,4,159,0.25,0.12578616352201258,0.12421383647798742,0.4272015747409185,0.4,0.22270742358078602,0.177292576419214,0.3172734322878134,0.46756084758204086,1.0,0.7689628345336533,False,False,False,False,False,False
composite_stage_x_histology_code,M1 distant/metastatic | 8246,9,62,0.8888888888888888,0.9516129032258065,0.8888888888888888,0.967741935483871,0.7777777777777778,0.9469775006776905,1,1,2,1,1,3,1.0,0.6666666666666666,0.33333333333333337,1.0,8,59,0.125,0.01694915254237288,0.10805084745762712,0.22614201718679333,0.2222222222222222,0.04838709677419355,0.17383512544802865,0.11738192640209698,0.4268433687348981,1.0,0.7314516921511639,False,False,False,False,False,False
composite_stage_x_histology_code,M0 N0 T0-2 localized | 8070,16,436,0.6875,0.591743119266055,0.25,0.5619266055045872,0.5504901960784314,0.7374762884368041,0,7,51,64,5,178,0.0,0.28651685393258425,-0.28651685393258425,0.3241697087874287,11,258,0.6363636363636364,0.24806201550387597,0.3883016208597604,0.008990870459271036,0.4375,0.26376146788990823,0.17373853211009177,0.1507109915816332,0.4637261279434867,1.0,0.16291874429433054,False,False,False,False,False,False
composite_stage_x_histology_code,M0 N1-3 node-positive | 8551,13,65,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.18461538461538463,0.5633314054366685,0.7664835164835164,1,4,3,11,8,45,0.125,0.06666666666666667,0.058333333333333334,0.49118073934944084,5,20,0.8,0.55,0.25,0.6146245059288538,0.38461538461538464,0.2153846153846154,0.16923076923076924,0.2859574589297992,0.590495449949444,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_code,M0 N0 T3-4 locally advanced | 8070,6,184,0.6666666666666666,0.7554347826086957,1.0,0.7717391304347826,0.5333333333333333,0.829516291676226,2,0,17,14,2,45,1.0,0.37777777777777777,0.6222222222222222,0.15818686401480112,4,139,0.0,0.10071942446043165,-0.10071942446043165,1.0,0.3333333333333333,0.16847826086956522,0.1648550724637681,0.2793297216589489,0.590495449949444,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_family,M0 N0 T0-2 localized | squamous family,23,569,0.6086956521739131,0.546572934973638,0.17391304347826086,0.4780316344463972,0.5220841959972394,0.7280519417668339,0,10,58,97,9,258,0.0,0.2248062015503876,-0.2248062015503876,0.21263067196761198,14,311,0.7142857142857143,0.31189710610932475,0.40238860817638955,0.0030055066646847346,0.43478260869565216,0.27240773286467485,0.16237487583097732,0.09903961015235317,0.25210082584235355,1.0,0.08114867994648783,False,False,False,False,False,False
composite_stage_x_histology_family,M0 N1-3 node-positive | squamous family,48,513,0.7083333333333334,0.7875243664717348,0.7708333333333334,0.8265107212475633,0.6753521126760563,0.8218681432513113,9,6,54,34,14,109,0.6428571428571429,0.4954128440366973,0.14744429882044563,0.39747368936873456,34,404,0.17647058823529413,0.08415841584158416,0.09231217239370997,0.11029096988993436,0.3125,0.17153996101364521,0.14096003898635479,0.029705102527382524,0.17934839541553096,1.0,0.375,False,False,True,False,False,False
composite_stage_x_histology_code,EOD unavailable (all blank) | 8230,5,30,0.6,0.7,0.8,0.5666666666666667,0.34285714285714286,0.5511961722488038,2,1,5,9,2,9,1.0,0.5555555555555556,0.4444444444444444,0.49090909090909096,3,21,0.3333333333333333,0.42857142857142855,-0.09523809523809523,1.0,0.6,0.4666666666666667,0.1333333333333333,0.6581483033095934,0.9402118618708476,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_code,M0 N1-3 node-positive | 8070,41,449,0.7560975609756098,0.8062360801781737,0.7560975609756098,0.8507795100222717,0.7073170731707317,0.8220187983101985,6,6,48,28,10,87,0.6,0.5517241379310345,0.0482758620689655,1.0,31,362,0.1935483870967742,0.07734806629834254,0.11620032079843165,0.040055269040501454,0.2926829268292683,0.16926503340757237,0.1234178934216959,0.056587977434753474,0.29204995921242116,1.0,0.39053887314488916,False,False,True,False,False,False
composite_stage_x_histology_code,EOD unavailable (all blank) | 8560,5,94,1.0,0.9468085106382979,0.8,0.9468085106382979,0.888888888888889,0.9148936170212766,0,1,4,4,0,5,,0.8,,,5,89,0.2,0.0449438202247191,0.1550561797752809,0.24381723071705463,0.2,0.0851063829787234,0.11489361702127661,0.3855238242882611,0.7009524077968383,,0.7314516921511639,False,False,False,False,False,False
composite_stage_x_histology_family,EOD unavailable (all blank) | neuroendocrine family,37,259,0.7837837837837838,0.7027027027027027,0.6486486486486487,0.667953667953668,0.7742405478254536,0.8668826088682652,2,7,13,22,8,77,0.25,0.16883116883116883,0.08116883116883117,0.6263521376508057,29,182,0.2413793103448276,0.12087912087912088,0.12050018946570672,0.0876174118606231,0.24324324324324326,0.13513513513513514,0.10810810810810811,0.0887547816841605,0.24851338871564937,1.0,0.375,False,False,False,False,False,False
composite_stage_x_histology_code,EOD unavailable (all blank) | 8013,13,84,0.9230769230769231,0.9285714285714286,0.9230769230769231,0.9761904761904762,0.8461538461538461,0.9410714285714286,1,1,4,0,1,6,1.0,0.6666666666666666,0.33333333333333337,1.0,12,78,0.08333333333333333,0.0,0.08333333333333333,0.13333333333333333,0.15384615384615385,0.047619047619047616,0.10622710622710624,0.1825133163407783,0.5214666181165094,1.0,0.4869366337871189,False,False,False,False,False,False
composite_stage_x_histology_code,M1 distant/metastatic | 8013,6,44,1.0,0.9318181818181818,0.8333333333333334,1.0,0.9090909090909091,0.8989304812834225,0,1,3,0,0,3,,1.0,,,6,41,0.16666666666666666,0.0,0.16666666666666666,0.12765957446808512,0.16666666666666666,0.06818181818181818,0.09848484848484848,0.41054711246200615,0.7139949781947933,,0.4869366337871189,False,False,False,False,False,False
composite_stage_x_histology_code,EOD unavailable (all blank) | 8046,61,568,0.8688524590163934,0.9559859154929577,0.9672131147540983,1.0,0.8330210772833724,0.934474081210938,7,1,25,0,8,25,0.875,1.0,-0.125,0.2424242424242424,53,543,0.018867924528301886,0.0,0.018867924528301886,0.08892617449664429,0.13114754098360656,0.04401408450704225,0.08713345647656431,0.009727003147702605,0.1296933753027014,1.0,0.4869366337871189,False,False,True,False,False,False
composite_stage_x_histology_family,M0 N1-3 node-positive | adenocarcinoma family,60,680,0.5166666666666667,0.6411764705882353,0.4666666666666667,0.5882352941176471,0.6497082522923033,0.738687658854038,9,12,72,108,29,244,0.3103448275862069,0.29508196721311475,0.015262860373092157,0.8329297910812172,31,436,0.3870967741935484,0.24770642201834864,0.13939035217519974,0.09204315865709477,0.35,0.2647058823529412,0.0852941176470588,0.1729102393442727,0.3458204786885454,1.0,0.375,False,False,True,False,False,False
composite_stage_x_histology_family,M1 distant/metastatic | large-cell family,7,52,1.0,0.9423076923076923,0.8571428571428571,1.0,0.9230769230769231,0.9143183549124143,0,1,3,0,0,3,,1.0,,,7,49,0.14285714285714285,0.0,0.14285714285714285,0.125,0.14285714285714285,0.057692307692307696,0.08516483516483515,0.405164723614999,0.5672306130609985,,0.375,False,False,False,False,False,False
composite_stage_x_histology_family,EOD unavailable (all blank) | other histology,81,847,0.8395061728395061,0.9126328217237308,0.9259259259259259,0.9515938606847698,0.8138696910626735,0.9103743603119051,10,3,50,17,13,74,0.7692307692307693,0.6756756756756757,0.09355509355509362,0.7464555759166072,68,773,0.04411764705882353,0.02199223803363519,0.022125409025188343,0.21509791016230914,0.16049382716049382,0.07910271546635184,0.08139111169414198,0.020611741404904075,0.17934839541553096,1.0,0.5279675976711224,False,False,True,False,False,False
composite_stage_x_histology_family,M0 indeterminate T/N | squamous family,5,99,0.6,0.8585858585858586,0.8,0.9393939393939394,0.7809523809523808,0.8572693224378617,1,0,10,2,2,14,0.5,0.7142857142857143,-0.2142857142857143,1.0,3,85,0.0,0.023529411764705882,-0.023529411764705882,1.0,0.2,0.12121212121212122,0.0787878787878788,0.49431074746538045,0.6590809966205073,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_code,M0 indeterminate T/N | 8000,11,508,0.9090909090909091,0.9763779527559056,1.0,0.9960629921259843,0.8658008658008658,0.9733828181656933,1,0,10,0,1,12,1.0,0.8333333333333334,0.16666666666666663,1.0,10,496,0.0,0.0,0.0,1.0,0.09090909090909091,0.01968503937007874,0.07122405153901218,0.21177622762201206,0.5294405690550301,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_code,M0 indeterminate T/N | 8070,5,92,0.6,0.8586956521739131,0.8,0.9456521739130435,0.7809523809523808,0.8437227169547756,1,0,10,2,2,13,0.5,0.7692307692307693,-0.2692307692307693,0.4761904761904762,3,79,0.0,0.02531645569620253,-0.02531645569620253,1.0,0.2,0.13043478260869565,0.06956521739130436,0.5209632172187999,0.8682720286979998,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_family,M0 indeterminate T/N | NOS/other epithelial family,13,560,0.9230769230769231,0.9732142857142857,1.0,0.9964285714285714,0.8861538461538461,0.9680464660932369,1,0,13,0,1,15,1.0,0.8666666666666667,0.1333333333333333,1.0,12,545,0.0,0.0,0.0,1.0,0.07692307692307693,0.023214285714285715,0.05370879120879121,0.27749536463913865,0.4316594561053268,1.0,1.0,False,False,False,False,False,False
composite_stage_x_histology_family,M0 N1-3 node-positive | neuroendocrine family,8,28,0.125,0.25,0.0,0.32142857142857145,0.8166666666666667,0.93125,0,1,2,0,7,21,0.0,0.09523809523809523,-0.09523809523809523,1.0,1,7,1.0,0.0,1.0,0.125,0.125,0.07142857142857142,0.053571428571428575,0.5411764705882351,0.6887700534759357,1.0,0.375,False,False,False,False,False,False
composite_stage_x_histology_family,M1 distant/metastatic | adenocarcinoma family,236,2548,0.7966101694915254,0.8583202511773941,0.9110169491525424,0.9132653061224489,0.7784029506044386,0.8473790437864898,36,9,246,106,48,361,0.75,0.6814404432132964,0.06855955678670356,0.4074571676081127,188,2187,0.047872340425531915,0.04846822130772748,-0.0005958808821955666,1.0,0.1906779661016949,0.13814756671899528,0.05253039938269963,0.032026499181344814,0.17934839541553096,1.0,1.0,False,True,True,False,False,False
composite_stage_x_histology_code,M1 distant/metastatic | 8140,228,2452,0.7982456140350878,0.8584828711256117,0.9078947368421053,0.91721044045677,0.7822778947906928,0.8472964174351586,34,9,240,96,46,347,0.7391304347826086,0.69164265129683,0.047487783485778645,0.6095060186595909,182,2105,0.04945054945054945,0.04560570071258908,0.0038448487379603713,0.7148488785148351,0.18859649122807018,0.1370309951060359,0.05156549612203429,0.036821109074093986,0.25403886929852293,1.0,1.0,False,True,True,False,False,False
