seed,metric_schema_version,candidate,metric,raw_value,calibrated_value,calibrated_minus_raw,improved
20260831,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8697041714504401,-0.0006790662074244169,False
20260831,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9236318407960199,-0.0003980099502487455,False
20260831,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08360710903766429,4.209727820585207e-05,False
20260831,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.27379163302159676,0.00012336137170254613,False
20260831,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013591990511064,-0.0001346685762658728,False
20260831,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.0043226020496824995,0.0009413500154718912,False
20260831,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.005126935785231761,0.0009668423839783117,False
20260831,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.009455491769442714,-0.0006552555256270076,True
20260831,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8780227324913893,-0.0004244163796401912,False
20260831,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9285074626865671,-0.00024875621890552146,False
20260832,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.08872371606937274,1.9625395743641527e-05,False
20260832,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.2936728452843348,0.0028727662554430267,False
20260832,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8856039845657138,-0.0015418044727931735,False
20260832,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.002292181875078623,-0.008071533480477521,True
20260832,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.0029637763290763343,-0.012597897983020773,True
20260832,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.006940571961567721,-0.03564908587906168,True
20260832,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8700437045541523,-0.00033953310371226397,False
20260832,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9238308457711443,-0.00019900497512437276,False
20260832,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08359998273659294,3.4970977134507475e-05,False
20260832,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.27379202375072853,0.00012375210083431787,False
20260832,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013446432789983,-0.00014922434837394416,False
20260832,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.004159134901630235,0.0007778828674196267,False
20260832,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.004797463501994978,0.0006373701007415288,False
20260832,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.009617354698728264,-0.0004933925963414576,True
20260832,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8781924990432454,-0.0002546498277841147,False
20260832,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9286069651741293,-0.00014925373134333508,False
20260833,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.0887131091392323,9.018465603208292e-06,False
20260833,2_weighted_f1_primary,nn,log_loss,0.29080007902889177,0.2950821749737249,0.004282095944833142,False
20260833,2_weighted_f1_primary,nn,roc_auc,0.8871457890385069,0.8853630822308843,-0.0017827068076226027,False
20260833,2_weighted_f1_primary,nn,ece,0.010363715355556144,0.001880136897949446,-0.008483578457606698,True
20260833,2_weighted_f1_primary,nn,rms_calibration_error,0.015561674312097108,0.002223203689264154,-0.013338470622832953,True
20260833,2_weighted_f1_primary,nn,max_calibration_error,0.0425896578406294,0.0047061420729839765,-0.037883515767645426,True
20260833,2_weighted_f1_primary,nn,official_weighted_f1_at_fixed_rate,0.8703832376578645,0.8702983543819366,-8.488327592792722e-05,False
20260833,2_weighted_f1_primary,nn,legacy_dead_class_f1_at_fixed_rate,0.9240298507462686,0.9239800995024876,-4.975124378103768e-05,False
20260833,2_weighted_f1_primary,tree80_nn20,brier,0.08356501175945844,0.08359805378648057,3.304202702213155e-05,False
20260833,2_weighted_f1_primary,tree80_nn20,log_loss,0.2736682716498942,0.27381308583963954,0.00014481418974532367,False
20260833,2_weighted_f1_primary,tree80_nn20,roc_auc,0.9014938676273723,0.9013025016733602,-0.00019136595401203493,False
20260833,2_weighted_f1_primary,tree80_nn20,ece,0.0033812520342106083,0.004374462250576677,0.0009932102163660692,False
20260833,2_weighted_f1_primary,tree80_nn20,rms_calibration_error,0.004160093401253449,0.005010767219061585,0.000850673817808136,False
20260833,2_weighted_f1_primary,tree80_nn20,max_calibration_error,0.010110747295069722,0.010734534253049544,0.0006237869579798216,False
20260833,2_weighted_f1_primary,tree80_nn20,official_weighted_f1_at_fixed_rate,0.8784471488710295,0.8780227324913893,-0.0004244163796401912,False
20260833,2_weighted_f1_primary,tree80_nn20,legacy_dead_class_f1_at_fixed_rate,0.9287562189054727,0.9285074626865671,-0.00024875621890552146,False
20260834,2_weighted_f1_primary,nn,brier,0.0887040906736291,0.0886244586945368,-7.963197909229003e-05,True
