dimension,slice,candidate,fold_global_policy_dead_class_f1_mean,fold_global_policy_dead_class_f1_std,fold_global_policy_dead_class_f1_min,fold_global_policy_dead_class_f1_max,fold_global_policy_weighted_f1_mean,fold_global_policy_weighted_f1_std,fold_global_policy_weighted_f1_min,fold_global_policy_weighted_f1_max,fold_within_slice_dead_class_f1_mean,fold_within_slice_dead_class_f1_std,fold_within_slice_dead_class_f1_min,fold_within_slice_dead_class_f1_max,fold_within_slice_weighted_f1_mean,fold_within_slice_weighted_f1_std,fold_within_slice_weighted_f1_min,fold_within_slice_weighted_f1_max
histologic_type_icdo3,8240,nested_pseudo90,0.617214834972272,0.11692095183326046,0.42105263157894735,0.7027027027027027,0.7752475364464081,0.08768339887805639,0.644744469870328,0.883310708606446,0.5385067190724675,0.10526776074797212,0.36065573770491804,0.6190476190476191,0.4286194155886321,0.065617707593063,0.32415437036603734,0.4871558929529944
histologic_type_icdo3,8240,nested_pseudo90_nn20,0.6362860698452205,0.10728457451143049,0.45,0.717948717948718,0.7819539876635043,0.08356540825650328,0.6528541851523219,0.883310708606446,0.5385067190724675,0.10526776074797212,0.36065573770491804,0.6190476190476191,0.4286194155886321,0.065617707593063,0.32415437036603734,0.4871558929529944
histologic_type_icdo3,8246,frozen_tree,0.977590380153667,0.010421801944083441,0.9662921348314607,0.989010989010989,0.9596497884694486,0.01826516462975672,0.9421945971790581,0.9809374299170217,0.9419850335778595,0.01408836667501199,0.9176470588235294,0.9523809523809523,0.915436065113488,0.01583875765933551,0.8880545125851758,0.9285714285714286
histologic_type_icdo3,8246,nested_pseudo90,0.9752853785093727,0.008774180440408565,0.9662921348314607,0.989247311827957,0.9538785420595983,0.01411057260217274,0.9421945971790581,0.9776607417160412,0.9303726693339162,0.014803969681005938,0.9176470588235294,0.95,0.8982255970829465,0.018871271870703102,0.8809523809523809,0.9192028985507246
histologic_type_icdo3,8246,nested_pseudo90_nn20,0.9752853785093727,0.008774180440408565,0.9662921348314607,0.989247311827957,0.9538785420595983,0.01411057260217274,0.9421945971790581,0.9776607417160412,0.9303726693339162,0.014803969681005938,0.9176470588235294,0.95,0.8982255970829465,0.018871271870703102,0.8809523809523809,0.9192028985507246
histologic_type_icdo3,8255,frozen_tree,0.7746133518205228,0.09391852634810224,0.696969696969697,0.9295774647887324,0.7402723827956335,0.10175015229861123,0.6610169491525424,0.9126829520575104,0.8025072020700733,0.04630987984371228,0.7407407407407407,0.8571428571428571,0.6769992279104441,0.06695625610860637,0.5911680911680912,0.762406015037594
histologic_type_icdo3,8255,nested_pseudo90,0.79080546572072,0.07910211365241464,0.7076923076923077,0.9142857142857143,0.7593170767037949,0.08352743479135767,0.6785269735061868,0.8956254272043745,0.8081410048869747,0.05006035300687902,0.7407407407407407,0.8571428571428571,0.6866355844400007,0.07199993044241977,0.5911680911680912,0.762406015037594
histologic_type_icdo3,8255,nested_pseudo90_nn20,0.7975580412703451,0.09679645161327177,0.7076923076923077,0.958904109589041,0.7683316100122006,0.10534678960004443,0.6785269735061868,0.947087062795646,0.79717386873674,0.044324947814295766,0.7407407407407407,0.8571428571428571,0.668133577946755,0.064057311440596,0.5911680911680912,0.762406015037594
histologic_type_icdo3,8550,frozen_tree,0.7331843994907905,0.04891658335870668,0.6666666666666666,0.78125,0.6821175653779948,0.06269921850146933,0.6158357771260997,0.7513020833333334,0.7836439963041819,0.029618825129209336,0.75,0.821917808219178,0.6422881647786947,0.043841521166602074,0.5959821428571429,0.6967206309672063
histologic_type_icdo3,8550,nested_pseudo90,0.7305959625229402,0.04533780077999387,0.6551724137931034,0.7666666666666667,0.6738590644065598,0.05928333035120072,0.5966562173458725,0.7519230769230768,0.7702613184429358,0.03328545430393483,0.7397260273972602,0.821917808219178,0.6201838577833231,0.0502227576813355,0.5743611227482195,0.6967206309672063
histologic_type_icdo3,8550,nested_pseudo90_nn20,0.7218283276097036,0.051165070850621164,0.6551724137931034,0.7619047619047619,0.6633039662608053,0.06028688609827171,0.5966562173458725,0.7342953574872573,0.7707407704977303,0.03120915595438274,0.7419354838709677,0.821917808219178,0.6210062209161056,0.04625169409907522,0.5743611227482195,0.6967206309672063
histologic_type_icdo3,8551,frozen_tree,0.5194650266990692,0.07794549086120255,0.4090909090909091,0.6222222222222222,0.7636796583348536,0.054256427547117604,0.6918513817010057,0.8278108617091668,0.5027145280046714,0.056689044464443915,0.42105263157894735,0.5565217391304348,0.3922834623299952,0.03464805179591192,0.34793182416958834,0.43115449078181994
histologic_type_icdo3,8551,nested_pseudo90,0.5992079590456872,0.0458887373186747,0.5490196078431373,0.6666666666666666,0.7907310127350587,0.040010930285755884,0.7459149176912144,0.8428083255669462,0.49943583948008125,0.05434809824413921,0.42105263157894735,0.5565217391304348,0.3880809930493711,0.03294355552179727,0.34793182416958834,0.43115449078181994
histologic_type_icdo3,8551,nested_pseudo90_nn20,0.5905396482317983,0.048720526425452784,0.5306122448979592,0.6666666666666666,0.7884169763469515,0.04473743317102103,0.7413577675968347,0.8428083255669462,0.5027145280046714,0.056689044464443915,0.42105263157894735,0.5565217391304348,0.3922834623299952,0.03464805179591192,0.34793182416958834,0.43115449078181994
