dimension,slice,candidate,fold_global_policy_dead_class_f1_mean,fold_global_policy_dead_class_f1_std,fold_global_policy_dead_class_f1_min,fold_global_policy_dead_class_f1_max,fold_global_policy_weighted_f1_mean,fold_global_policy_weighted_f1_std,fold_global_policy_weighted_f1_min,fold_global_policy_weighted_f1_max,fold_within_slice_dead_class_f1_mean,fold_within_slice_dead_class_f1_std,fold_within_slice_dead_class_f1_min,fold_within_slice_dead_class_f1_max,fold_within_slice_weighted_f1_mean,fold_within_slice_weighted_f1_std,fold_within_slice_weighted_f1_min,fold_within_slice_weighted_f1_max
histologic_type_icdo3,8010,nested_pseudo90,0.969921929122733,0.008833129522422179,0.959349593495935,0.9836956521739131,0.9350688233324664,0.01735714565735988,0.912540034491254,0.9602798334875117,0.9269289773958311,0.004946460759337273,0.9197530864197531,0.9337175792507204,0.89382915256881,0.008802910170676895,0.8821869488536155,0.9062296660100366
histologic_type_icdo3,8010,nested_pseudo90_nn20,0.9693036779414579,0.009067569541743007,0.9595687331536388,0.9836956521739131,0.9334011111339242,0.018544107194966332,0.9086988483214898,0.9602798334875117,0.9269973645390482,0.004449843313612888,0.9212827988338192,0.9337175792507204,0.8939274498096366,0.008232190703385413,0.8842907414114666,0.9062296660100366
histologic_type_icdo3,8041,frozen_tree,0.9621275764081736,0.00264535144292444,0.9584120982986768,0.9652432969215492,0.9162926395803248,0.007839935367755091,0.9064383807163074,0.9244563861903502,0.9269639013374723,0.005674521097522287,0.9201213346814965,0.934322033898305,0.8914747450032827,0.008898549777203748,0.8801105541999562,0.9031528296466532
histologic_type_icdo3,8041,nested_pseudo90,0.9631854777720257,0.0037939395287077673,0.9574266792809839,0.9669499527856469,0.9204499721186199,0.010717770054165302,0.9051985449568722,0.9309776046541747,0.926494171011784,0.004960926704125528,0.9211711711711712,0.9322033898305084,0.890794282755321,0.007579382582757901,0.8831457300429953,0.9000287273771904
histologic_type_icdo3,8041,nested_pseudo90_nn20,0.9633400042489682,0.0037169116344004643,0.9582542694497154,0.967032967032967,0.9216150078418941,0.010094346597312526,0.9097360595805061,0.9325911654336216,0.9269063921548485,0.00517376797706221,0.9219409282700421,0.9327983951855566,0.8914004347102068,0.008006620265945874,0.8834148835832203,0.900032740359673
histologic_type_icdo3,8046,frozen_tree,0.9350712025662549,0.01279545198015531,0.9135254988913526,0.9448441247002398,0.8741376384275508,0.030474204589509866,0.8223456654698944,0.8999262805456295,0.9208785888741158,0.012745175354681407,0.9069767441860465,0.9405940594059405,0.8692055263100636,0.024024540917541592,0.8413761305807274,0.9053601911915329
histologic_type_icdo3,8046,nested_pseudo90,0.9312656826961575,0.009734702315060358,0.917960088691796,0.9448441247002398,0.8691526869734819,0.024444393539300023,0.8314561441637459,0.8999262805456295,0.9115620193991605,0.007445044060122212,0.9023255813953488,0.9207920792079208,0.8540575006263029,0.015437269003184814,0.8334449371097638,0.8738135882553772
histologic_type_icdo3,8046,nested_pseudo90_nn20,0.932340729951364,0.010249591860796565,0.9203539823008849,0.9473684210526315,0.8701416801228739,0.024686981350406638,0.8345798098572541,0.9033378047818196,0.9141948597826774,0.0069155840078048755,0.9023255813953488,0.9197396963123644,0.8584443183619033,0.014334162020487921,0.8334449371097638,0.8688762262440509
histologic_type_icdo3,8070,frozen_tree,0.939733377029107,0.0033866019429693575,0.9340974212034384,0.9432063263838965,0.8856245420356732,0.007024003920136137,0.8751377965681075,0.8937162967910078,0.9236292045067949,0.005545519892087942,0.9159851301115242,0.9297709923664123,0.8742836221039425,0.00876092156595563,0.8627707026842498,0.8852398171000019
histologic_type_icdo3,8070,nested_pseudo90,0.9365424600863772,0.005232707489644292,0.9317711922811854,0.9441997063142438,0.8807849307600794,0.008232858353731727,0.8727107488858915,0.8927266306065169,0.9230198412128384,0.004176911038388476,0.9189591078066914,0.9282088469905729,0.8732803142287648,0.006436135069926195,0.8676283769255152,0.8802581031916541
histologic_type_icdo3,8070,nested_pseudo90_nn20,0.9358370990822072,0.004786186483853676,0.9311334289813487,0.9425625920471281,0.8804306998643954,0.0076981539862513906,0.8704215851041648,0.8912309410410333,0.9221144911523821,0.0049648189661446246,0.9144981412639405,0.9267175572519084,0.8717912555217939,0.007722670312063924,0.860341865563617,0.8802502439304368
histologic_type_icdo3,8071,frozen_tree,0.8694106220629795,0.034608040386765744,0.8181818181818182,0.8974358974358975,0.8234020548531534,0.048516759885247826,0.75,0.8617483880641775,0.8735015630327997,0.03636651448071597,0.8163265306122449,0.9156626506024096,0.7834741502420819,0.061254254001820954,0.6862244897959184,0.8534136546184737
histologic_type_icdo3,8071,nested_pseudo90,0.8572649572649572,0.023834556828723083,0.8333333333333334,0.8888888888888888,0.807484258691255,0.03525551830371041,0.7599866349866351,0.8439798683701122,0.8638630088159323,0.027768726860969664,0.8163265306122449,0.8863636363636364,0.7667214250556218,0.047182193653406757,0.6862244897959184,0.8055453318611213
histologic_type_icdo3,8071,nested_pseudo90_nn20,0.8538655082686393,0.028879512439525707,0.821917808219178,0.8979591836734694,0.8033547673365273,0.042600964514589196,0.7599866349866351,0.859086491739553,0.8641368313789114,0.028862899586707156,0.8163265306122449,0.891566265060241,0.7673196009232968,0.048463785420778,0.6862244897959184,0.8115318416523236
histologic_type_icdo3,8140,frozen_tree,0.9173276780537929,0.004331776290182038,0.913588850174216,0.9241101410342512,0.8576695990211507,0.006332202289735809,0.8502387337973107,0.8672353090036042,0.9168530328728035,0.003277406085421389,0.9130434782608695,0.9215155615696887,0.8577663364382617,0.005598461828710229,0.8512929843211914,0.8659629345392077
histologic_type_icdo3,8140,nested_pseudo90,0.9163230666543594,0.005156091363065591,0.9124877089478859,0.9250923748740343,0.8563758830238456,0.007733129371645592,0.8479543034064968,0.8691007290587529,0.9160486184817772,0.0031690189662225278,0.9117259552042161,0.9201623815967523,0.8563903453622475,0.005412231593352209,0.8490398477199972,0.8636519506519527
histologic_type_icdo3,8140,nested_pseudo90_nn20,0.9174744884375968,0.0047891860218375265,0.9128919860627178,0.9251928882925193,0.8578207212377782,0.006608471861722644,0.8518408271319675,0.8686857293819394,0.9161748772593995,0.0038309743661951033,0.9117259552042161,0.9215155615696887,0.8566057927120898,0.006559455461845866,0.8490398477199972,0.8659629345392077
histologic_type_icdo3,8240,frozen_tree,0.6415795586527293,0.07707011130171919,0.5238095238095238,0.7317073170731707,0.785716968317519,0.06991349736844485,0.6907349896480331,0.879142640806104,0.5385067190724675,0.10526776074797212,0.36065573770491804,0.6190476190476191,0.4286194155886321,0.065617707593063,0.32415437036603734,0.4871558929529944
