dimension,slice,candidate,outer_fold,rows,actual_dead_rate,fold_global_policy_predicted_dead_rate,fold_global_policy_dead_class_f1,fold_global_policy_weighted_f1,fold_within_slice_predicted_dead_rate,fold_within_slice_dead_class_f1,fold_within_slice_weighted_f1
histologic_type_icdo3,8010,nested_pseudo90_nn20,3,202,0.9257425742574258,0.9603960396039604,0.9711286089238845,0.9377581030954859,0.8465346534653465,0.9273743016759777,0.8907957106130823
histologic_type_icdo3,8010,nested_pseudo90_nn20,4,188,0.9680851063829787,0.9893617021276596,0.9836956521739131,0.9602798334875117,0.8457446808510638,0.9266862170087976,0.9062296660100366
histologic_type_icdo3,8010,nested_pseudo90_nn20,5,182,0.9340659340659341,0.945054945054945,0.9649122807017544,0.931261720735405,0.8461538461538461,0.9259259259259259,0.8912494912494914
histologic_type_icdo3,8041,frozen_tree,1,535,0.9271028037383178,0.9719626168224299,0.9606299212598425,0.9095019664598,0.8448598130841122,0.9261603375527426,0.8897167817679111
histologic_type_icdo3,8041,frozen_tree,2,562,0.9288256227758007,0.9626334519572953,0.9633113828786454,0.9204177426527573,0.8451957295373665,0.9307923771313942,0.8970486430569765
histologic_type_icdo3,8041,frozen_tree,3,500,0.932,0.962,0.9630411826821542,0.9206487218824093,0.844,0.9234234234234234,0.8873449163449163
histologic_type_icdo3,8041,frozen_tree,4,531,0.9322033898305084,0.9642184557438794,0.9652432969215492,0.9244563861903502,0.8455743879472694,0.934322033898305,0.9031528296466532
histologic_type_icdo3,8041,frozen_tree,5,559,0.924865831842576,0.9677996422182469,0.9584120982986768,0.9064383807163074,0.8443649373881932,0.9201213346814965,0.8801105541999562
histologic_type_icdo3,8041,nested_pseudo90,1,535,0.9271028037383178,0.9738317757009346,0.9636184857423795,0.9153801006240758,0.8448598130841122,0.9261603375527426,0.8897167817679111
histologic_type_icdo3,8041,nested_pseudo90,2,562,0.9288256227758007,0.9555160142348754,0.9669499527856469,0.9309776046541747,0.8451957295373665,0.9307923771313942,0.8970486430569765
histologic_type_icdo3,8041,nested_pseudo90,3,500,0.932,0.956,0.961864406779661,0.9207433414043584,0.844,0.9211711711711712,0.8840315315315316
histologic_type_icdo3,8041,nested_pseudo90,4,531,0.9322033898305084,0.9548022598870056,0.9660678642714571,0.9299502689536182,0.8455743879472694,0.9322033898305084,0.9000287273771904
histologic_type_icdo3,8041,nested_pseudo90,5,559,0.924865831842576,0.9660107334525939,0.9574266792809839,0.9051985449568722,0.8443649373881932,0.9221435793731041,0.8831457300429953
histologic_type_icdo3,8041,nested_pseudo90_nn20,1,535,0.9271028037383178,0.9719626168224299,0.9625984251968503,0.9140268681368099,0.8448598130841122,0.9219409282700421,0.8834148835832203
histologic_type_icdo3,8041,nested_pseudo90_nn20,2,562,0.9288256227758007,0.9555160142348754,0.9669499527856469,0.9309776046541747,0.8451957295373665,0.9327983951855566,0.900032740359673
histologic_type_icdo3,8041,nested_pseudo90_nn20,3,500,0.932,0.956,0.961864406779661,0.9207433414043584,0.844,0.9234234234234234,0.8873449163449163
histologic_type_icdo3,8041,nested_pseudo90_nn20,4,531,0.9322033898305084,0.9529190207156308,0.967032967032967,0.9325911654336216,0.8455743879472694,0.9322033898305084,0.9000287273771904
histologic_type_icdo3,8041,nested_pseudo90_nn20,5,559,0.924865831842576,0.960644007155635,0.9582542694497154,0.9097360595805061,0.8443649373881932,0.9241658240647118,0.8861809058860344
histologic_type_icdo3,8046,frozen_tree,1,244,0.860655737704918,0.9098360655737705,0.9444444444444444,0.8924668227946915,0.8442622950819673,0.9134615384615384,0.8558480453972257
histologic_type_icdo3,8046,frozen_tree,2,232,0.896551724137931,0.9008620689655172,0.9448441247002398,0.8999262805456295,0.8448275862068966,0.9405940594059405,0.9053601911915329
histologic_type_icdo3,8046,frozen_tree,3,259,0.8764478764478765,0.8996138996138996,0.9347826086956522,0.8789340850810117,0.8455598455598455,0.9192825112107623,0.8674792665824056
histologic_type_icdo3,8046,frozen_tree,4,257,0.8287937743190662,0.9260700389105059,0.9135254988913526,0.8223456654698944,0.8443579766536965,0.9069767441860465,0.8413761305807274
histologic_type_icdo3,8046,frozen_tree,5,268,0.8768656716417911,0.9216417910447762,0.9377593360995851,0.8770153382465267,0.8432835820895522,0.9240780911062907,0.8759639977984265
histologic_type_icdo3,8046,nested_pseudo90,1,244,0.860655737704918,0.8975409836065574,0.9324009324009324,0.8733292270385907,0.8442622950819673,0.9134615384615384,0.8558480453972257
histologic_type_icdo3,8046,nested_pseudo90,2,232,0.896551724137931,0.9008620689655172,0.9448441247002398,0.8999262805456295,0.8448275862068966,0.9207920792079208,0.8738135882553772
histologic_type_icdo3,8046,nested_pseudo90,3,259,0.8764478764478765,0.888030888030888,0.9277899343544858,0.8698719679097768,0.8455598455598455,0.905829596412556,0.8453924776794731
histologic_type_icdo3,8046,nested_pseudo90,4,257,0.8287937743190662,0.9260700389105059,0.917960088691796,0.8314561441637459,0.8443579766536965,0.9023255813953488,0.8334449371097638
histologic_type_icdo3,8046,nested_pseudo90,5,268,0.8768656716417911,0.914179104477612,0.9333333333333333,0.871179815209666,0.8432835820895522,0.9154013015184381,0.8617884546896752
histologic_type_icdo3,8046,nested_pseudo90_nn20,1,244,0.860655737704918,0.9016393442622951,0.9348837209302325,0.8766876569340186,0.8442622950819673,0.9182692307692307,0.8638564873196021
histologic_type_icdo3,8046,nested_pseudo90_nn20,2,232,0.896551724137931,0.9051724137931034,0.9473684210526315,0.9033378047818196,0.8448275862068966,0.9158415841584159,0.8659269375213384
histologic_type_icdo3,8046,nested_pseudo90_nn20,3,259,0.8764478764478765,0.8918918918918919,0.925764192139738,0.8649233138316108,0.8455598455598455,0.9147982062780269,0.8601170036147615
histologic_type_icdo3,8046,nested_pseudo90_nn20,4,257,0.8287937743190662,0.9299610894941635,0.9203539823008849,0.8345798098572541,0.8443579766536965,0.9023255813953488,0.8334449371097638
histologic_type_icdo3,8046,nested_pseudo90_nn20,5,268,0.8768656716417911,0.914179104477612,0.9333333333333333,0.871179815209666,0.8432835820895522,0.9197396963123644,0.8688762262440509
histologic_type_icdo3,8070,frozen_tree,1,760,0.8789473684210526,0.9118421052631579,0.9404849375459221,0.886021070726808,0.8447368421052631,0.9297709923664123,0.8852398171000019
histologic_type_icdo3,8070,frozen_tree,2,780,0.8794871794871795,0.9038461538461539,0.9432063263838965,0.8937162967910078,0.8448717948717949,0.9159851301115242,0.8627707026842498
histologic_type_icdo3,8070,frozen_tree,3,823,0.8699878493317132,0.8991494532199271,0.9409340659340659,0.8897657500138795,0.8444714459295262,0.9213323883770376,0.8701501391810984
histologic_type_icdo3,8070,frozen_tree,4,785,0.8726114649681529,0.9057324840764331,0.9340974212034384,0.8751377965681075,0.8445859872611465,0.9228486646884273,0.8729993483627081
histologic_type_icdo3,8070,frozen_tree,5,808,0.8613861386138614,0.9108910891089109,0.9399441340782123,0.8834817960785635,0.8452970297029703,0.9282088469905729,0.8802581031916541
histologic_type_icdo3,8070,nested_pseudo90,1,760,0.8789473684210526,0.9131578947368421,0.9441997063142438,0.8927266306065169,0.8447368421052631,0.9267175572519084,0.8802502439304368
histologic_type_icdo3,8070,nested_pseudo90,2,780,0.8794871794871795,0.8948717948717949,0.9335260115606936,0.8785416414029131,0.8448717948717949,0.9189591078066914,0.8676283769255152
histologic_type_icdo3,8070,nested_pseudo90,3,823,0.8699878493317132,0.8930741190765492,0.9317711922811854,0.874635597509419,0.8444714459295262,0.9213323883770376,0.8701501391810984
histologic_type_icdo3,8070,nested_pseudo90,4,785,0.8726114649681529,0.9095541401273886,0.9335239456754825,0.8727107488858915,0.8445859872611465,0.9198813056379822,0.8681147079151199
histologic_type_icdo3,8070,nested_pseudo90,5,808,0.8613861386138614,0.9034653465346535,0.9396914446002805,0.885310035395656,0.8452970297029703,0.9282088469905729,0.8802581031916541
histologic_type_icdo3,8070,nested_pseudo90_nn20,1,760,0.8789473684210526,0.9078947368421053,0.9425625920471281,0.8912309410410333,0.8447368421052631,0.9267175572519084,0.8802502439304368
histologic_type_icdo3,8070,nested_pseudo90_nn20,2,780,0.8794871794871795,0.8935897435897436,0.9327548806941431,0.8775384841637278,0.8448717948717949,0.9144981412639405,0.860341865563617
histologic_type_icdo3,8070,nested_pseudo90_nn20,3,823,0.8699878493317132,0.8894289185905225,0.9337016574585635,0.8792850532947066,0.8444714459295262,0.9241672572643516,0.8748294134448427
histologic_type_icdo3,8070,nested_pseudo90_nn20,4,785,0.8726114649681529,0.9031847133757962,0.9311334289813487,0.8704215851041648,0.8445859872611465,0.9198813056379822,0.8681147079151199
histologic_type_icdo3,8070,nested_pseudo90_nn20,5,808,0.8613861386138614,0.9047029702970297,0.9390329362298528,0.883677435718344,0.8452970297029703,0.9253081943437274,0.8754200467549532
histologic_type_icdo3,8071,frozen_tree,1,70,0.7142857142857143,0.6714285714285714,0.8865979381443299,0.8459088262492721,0.8428571428571429,0.8807339449541285,0.7949942924787554
histologic_type_icdo3,8071,frozen_tree,2,64,0.6875,0.6875,0.8181818181818182,0.75,0.84375,0.8163265306122449,0.6862244897959184
histologic_type_icdo3,8071,frozen_tree,3,52,0.75,0.6538461538461539,0.8493150684931506,0.7982766239505081,0.8461538461538461,0.9156626506024096,0.8534136546184737
histologic_type_icdo3,8071,frozen_tree,4,50,0.68,0.66,0.8955223880597015,0.8610764360018092,0.84,0.868421052631579,0.7771929824561404
histologic_type_icdo3,8071,frozen_tree,5,57,0.7017543859649122,0.6666666666666666,0.8974358974358975,0.8617483880641775,0.8421052631578947,0.8863636363636364,0.8055453318611213
histologic_type_icdo3,8071,nested_pseudo90,1,70,0.7142857142857143,0.7,0.8888888888888888,0.8439798683701122,0.8428571428571429,0.8807339449541285,0.7949942924787554
histologic_type_icdo3,8071,nested_pseudo90,2,64,0.6875,0.734375,0.8351648351648352,0.7599866349866351,0.84375,0.8163265306122449,0.6862244897959184
histologic_type_icdo3,8071,nested_pseudo90,3,52,0.75,0.6346153846153846,0.8333333333333334,0.78125,0.8461538461538461,0.8674698795180723,0.7696500286861733
histologic_type_icdo3,8071,nested_pseudo90,4,50,0.68,0.58,0.8571428571428571,0.825019305019305,0.84,0.868421052631579,0.7771929824561404
histologic_type_icdo3,8071,nested_pseudo90,5,57,0.7017543859649122,0.6666666666666666,0.8717948717948718,0.827185485080222,0.8421052631578947,0.8863636363636364,0.8055453318611213
histologic_type_icdo3,8071,nested_pseudo90_nn20,1,70,0.7142857142857143,0.6857142857142857,0.8979591836734694,0.859086491739553,0.8428571428571429,0.8807339449541285,0.7949942924787554
histologic_type_icdo3,8071,nested_pseudo90_nn20,2,64,0.6875,0.734375,0.8351648351648352,0.7599866349866351,0.84375,0.8163265306122449,0.6862244897959184
histologic_type_icdo3,8071,nested_pseudo90_nn20,3,52,0.75,0.6538461538461539,0.821917808219178,0.7615996464869641,0.8461538461538461,0.891566265060241,0.8115318416523236
histologic_type_icdo3,8071,nested_pseudo90_nn20,4,50,0.68,0.58,0.8571428571428571,0.825019305019305,0.84,0.868421052631579,0.7771929824561404
histologic_type_icdo3,8071,nested_pseudo90_nn20,5,57,0.7017543859649122,0.6491228070175439,0.8571428571428571,0.8110817584501795,0.8421052631578947,0.8636363636363636,0.7666543982333456
histologic_type_icdo3,8140,frozen_tree,1,1803,0.8291735995562951,0.8474764281752635,0.9156467085676481,0.8553382408078526,0.8452579034941764,0.9148724743292481,0.8546233874214437
histologic_type_icdo3,8140,frozen_tree,2,1767,0.8279569892473119,0.8573853989813243,0.9241101410342512,0.8672353090036042,0.8449349179400113,0.9215155615696887,0.8659629345392077
histologic_type_icdo3,8140,frozen_tree,3,1816,0.8265418502202643,0.8562775330396476,0.9142670157068062,0.8502387337973107,0.8452643171806168,0.9130434782608695,0.8512929843211914
histologic_type_icdo3,8140,frozen_tree,4,1820,0.8192307692307692,0.85,0.9190256747860435,0.8597941871653157,0.845054945054945,0.9184549356223176,0.8601188511059756
histologic_type_icdo3,8140,frozen_tree,5,1735,0.8230547550432277,0.8311239193083574,0.913588850174216,0.8557415243316697,0.8449567723342939,0.9163787145818936,0.8568335248034901
histologic_type_icdo3,8140,nested_pseudo90,1,1803,0.8291735995562951,0.8452579034941764,0.9148724743292481,0.8546233874214437,0.8452579034941764,0.9148724743292481,0.8546233874214437
histologic_type_icdo3,8140,nested_pseudo90,2,1767,0.8279569892473119,0.8568194680249009,0.9250923748740343,0.8691007290587529,0.8449349179400113,0.9201623815967523,0.8636519506519527
histologic_type_icdo3,8140,nested_pseudo90,3,1816,0.8265418502202643,0.8535242290748899,0.9124877089478859,0.8479543034064968,0.8452643171806168,0.9117259552042161,0.8490398477199972
histologic_type_icdo3,8140,nested_pseudo90,4,1820,0.8192307692307692,0.85,0.9163923633969717,0.8552346485365454,0.845054945054945,0.9177946517002311,0.8589862102242425
histologic_type_icdo3,8140,nested_pseudo90,5,1735,0.8230547550432277,0.8288184438040346,0.9127704117236567,0.8549663466959888,0.8449567723342939,0.9156876295784382,0.8556503307936015
histologic_type_icdo3,8140,nested_pseudo90_nn20,1,1803,0.8291735995562951,0.8469217970049917,0.9152878888153541,0.8548761481690612,0.8452579034941764,0.9148724743292481,0.8546233874214437
histologic_type_icdo3,8140,nested_pseudo90_nn20,2,1767,0.8279569892473119,0.8590831918505942,0.9251928882925193,0.8686857293819394,0.8449349179400113,0.9215155615696887,0.8659629345392077
histologic_type_icdo3,8140,nested_pseudo90_nn20,3,1816,0.8265418502202643,0.8568281938325991,0.9152764147857376,0.8518408271319675,0.8452643171806168,0.9117259552042161,0.8490398477199972
histologic_type_icdo3,8140,nested_pseudo90_nn20,4,1820,0.8192307692307692,0.8505494505494505,0.9187232642316552,0.8591227519780295,0.845054945054945,0.9184549356223176,0.8601188511059756
histologic_type_icdo3,8140,nested_pseudo90_nn20,5,1735,0.8230547550432277,0.8311239193083574,0.9128919860627178,0.854578149527893,0.8449567723342939,0.9143054595715273,0.8532839427738244
histologic_type_icdo3,8240,frozen_tree,1,68,0.36764705882352944,0.25,0.6190476190476191,0.7523094344120627,0.8382352941176471,0.6097560975609756,0.4818003081991604
histologic_type_icdo3,8240,frozen_tree,2,69,0.30434782608695654,0.30434782608695654,0.6666666666666666,0.7971014492753623,0.8405797101449275,0.5316455696202531,0.4212008992285664
histologic_type_icdo3,8240,frozen_tree,3,59,0.1864406779661017,0.1694915254237288,0.6666666666666666,0.879142640806104,0.847457627118644,0.36065573770491804,0.32415437036603734
histologic_type_icdo3,8240,frozen_tree,4,69,0.37681159420289856,0.2318840579710145,0.5238095238095238,0.6907349896480331,0.8405797101449275,0.6190476190476191,0.4871558929529944
histologic_type_icdo3,8240,frozen_tree,5,58,0.3620689655172414,0.3448275862068966,0.7317073170731707,0.8092963274460331,0.8448275862068966,0.5714285714285714,0.4287856071964018
histologic_type_icdo3,8240,nested_pseudo90,1,68,0.36764705882352944,0.22058823529411764,0.6,0.7475490196078431,0.8382352941176471,0.6097560975609756,0.4818003081991604
histologic_type_icdo3,8240,nested_pseudo90,2,69,0.30434782608695654,0.30434782608695654,0.6666666666666666,0.7971014492753623,0.8405797101449275,0.5316455696202531,0.4212008992285664
histologic_type_icdo3,8240,nested_pseudo90,3,59,0.1864406779661017,0.2033898305084746,0.6956521739130435,0.883310708606446,0.847457627118644,0.36065573770491804,0.32415437036603734
histologic_type_icdo3,8240,nested_pseudo90,4,69,0.37681159420289856,0.17391304347826086,0.42105263157894735,0.644744469870328,0.8405797101449275,0.6190476190476191,0.4871558929529944
histologic_type_icdo3,8240,nested_pseudo90,5,58,0.3620689655172414,0.27586206896551724,0.7027027027027027,0.8035320348720612,0.8448275862068966,0.5714285714285714,0.4287856071964018
histologic_type_icdo3,8240,nested_pseudo90_nn20,1,68,0.36764705882352944,0.2647058823529412,0.6511627906976745,0.7697586161246194,0.8382352941176471,0.6097560975609756,0.4818003081991604
histologic_type_icdo3,8240,nested_pseudo90_nn20,2,69,0.30434782608695654,0.30434782608695654,0.6666666666666666,0.7971014492753623,0.8405797101449275,0.5316455696202531,0.4212008992285664
histologic_type_icdo3,8240,nested_pseudo90_nn20,3,59,0.1864406779661017,0.2033898305084746,0.6956521739130435,0.883310708606446,0.847457627118644,0.36065573770491804,0.32415437036603734
histologic_type_icdo3,8240,nested_pseudo90_nn20,4,69,0.37681159420289856,0.2028985507246377,0.45,0.6528541851523219,0.8405797101449275,0.6190476190476191,0.4871558929529944
histologic_type_icdo3,8240,nested_pseudo90_nn20,5,58,0.3620689655172414,0.3103448275862069,0.717948717948718,0.8067449791587722,0.8448275862068966,0.5714285714285714,0.4287856071964018
histologic_type_icdo3,8246,frozen_tree,1,47,0.9574468085106383,0.9361702127659575,0.9662921348314607,0.9421945971790581,0.851063829787234,0.9176470588235294,0.8880545125851758
histologic_type_icdo3,8246,frozen_tree,2,46,0.8913043478260869,0.9130434782608695,0.9879518072289156,0.9771840987136953,0.8478260869565217,0.95,0.9192028985507246
histologic_type_icdo3,8246,frozen_tree,3,43,0.9302325581395349,0.9302325581395349,0.975,0.9534883720930233,0.8372093023255814,0.9473684210526315,0.9231334149326804
histologic_type_icdo3,8246,frozen_tree,4,36,0.9166666666666666,0.9166666666666666,0.9696969696969697,0.9444444444444444,0.8333333333333334,0.9523809523809523,0.9285714285714286
histologic_type_icdo3,8246,frozen_tree,5,49,0.9387755102040817,0.9183673469387755,0.989010989010989,0.9809374299170217,0.8367346938775511,0.9425287356321839,0.9182180709274305
histologic_type_icdo3,8246,nested_pseudo90,1,47,0.9574468085106383,0.9361702127659575,0.9662921348314607,0.9421945971790581,0.851063829787234,0.9176470588235294,0.8880545125851758
histologic_type_icdo3,8246,nested_pseudo90,2,46,0.8913043478260869,0.9347826086956522,0.9761904761904762,0.9516045548654245,0.8478260869565217,0.95,0.9192028985507246
histologic_type_icdo3,8246,nested_pseudo90,3,43,0.9302325581395349,0.9302325581395349,0.975,0.9534883720930233,0.8372093023255814,0.9210526315789473,0.8847001223990207
histologic_type_icdo3,8246,nested_pseudo90,4,36,0.9166666666666666,0.9166666666666666,0.9696969696969697,0.9444444444444444,0.8333333333333334,0.9206349206349206,0.8809523809523809
histologic_type_icdo3,8246,nested_pseudo90,5,49,0.9387755102040817,0.9591836734693877,0.989247311827957,0.9776607417160412,0.8367346938775511,0.9425287356321839,0.9182180709274305
histologic_type_icdo3,8246,nested_pseudo90_nn20,1,47,0.9574468085106383,0.9361702127659575,0.9662921348314607,0.9421945971790581,0.851063829787234,0.9176470588235294,0.8880545125851758
histologic_type_icdo3,8246,nested_pseudo90_nn20,2,46,0.8913043478260869,0.9347826086956522,0.9761904761904762,0.9516045548654245,0.8478260869565217,0.95,0.9192028985507246
histologic_type_icdo3,8246,nested_pseudo90_nn20,3,43,0.9302325581395349,0.9302325581395349,0.975,0.9534883720930233,0.8372093023255814,0.9210526315789473,0.8847001223990207
histologic_type_icdo3,8246,nested_pseudo90_nn20,4,36,0.9166666666666666,0.9166666666666666,0.9696969696969697,0.9444444444444444,0.8333333333333334,0.9206349206349206,0.8809523809523809
histologic_type_icdo3,8246,nested_pseudo90_nn20,5,49,0.9387755102040817,0.9591836734693877,0.989247311827957,0.9776607417160412,0.8367346938775511,0.9425287356321839,0.9182180709274305
histologic_type_icdo3,8255,frozen_tree,1,57,0.631578947368421,0.6140350877192983,0.9295774647887324,0.9126829520575104,0.8421052631578947,0.8571428571428571,0.762406015037594
histologic_type_icdo3,8255,frozen_tree,2,47,0.6595744680851063,0.574468085106383,0.7931034482758621,0.7500611396429445,0.851063829787234,0.8169014084507042,0.68681841278941
histologic_type_icdo3,8255,frozen_tree,3,59,0.559322033898305,0.559322033898305,0.696969696969697,0.6610169491525424,0.847457627118644,0.7710843373493976,0.6327372443770239
histologic_type_icdo3,8255,frozen_tree,4,51,0.6274509803921569,0.47058823529411764,0.7142857142857143,0.6911460236268421,0.8431372549019608,0.8266666666666667,0.7118663761801016
histologic_type_icdo3,8255,frozen_tree,5,39,0.5384615384615384,0.6410256410256411,0.7391304347826086,0.6864548494983277,0.8461538461538461,0.7407407407407407,0.5911680911680912
histologic_type_icdo3,8255,nested_pseudo90,1,57,0.631578947368421,0.5964912280701754,0.9142857142857143,0.8956254272043745,0.8421052631578947,0.8571428571428571,0.762406015037594
histologic_type_icdo3,8255,nested_pseudo90,2,47,0.6595744680851063,0.5957446808510638,0.8135593220338984,0.7700376075421153,0.851063829787234,0.8450704225352113,0.735000195437193
histologic_type_icdo3,8255,nested_pseudo90,3,59,0.559322033898305,0.5423728813559322,0.7076923076923077,0.6785269735061868,0.847457627118644,0.7710843373493976,0.6327372443770239
histologic_type_icdo3,8255,nested_pseudo90,4,51,0.6274509803921569,0.5294117647058824,0.7457627118644068,0.7105196039787615,0.8431372549019608,0.8266666666666667,0.7118663761801016
histologic_type_icdo3,8255,nested_pseudo90,5,39,0.5384615384615384,0.5897435897435898,0.7727272727272727,0.741875771287536,0.8461538461538461,0.7407407407407407,0.5911680911680912
histologic_type_icdo3,8255,nested_pseudo90_nn20,1,57,0.631578947368421,0.6491228070175439,0.958904109589041,0.947087062795646,0.8421052631578947,0.8571428571428571,0.762406015037594
histologic_type_icdo3,8255,nested_pseudo90_nn20,2,47,0.6595744680851063,0.5531914893617021,0.8070175438596491,0.7715061085721779,0.851063829787234,0.8169014084507042,0.68681841278941
histologic_type_icdo3,8255,nested_pseudo90_nn20,3,59,0.559322033898305,0.5423728813559322,0.7076923076923077,0.6785269735061868,0.847457627118644,0.7710843373493976,0.6327372443770239
histologic_type_icdo3,8255,nested_pseudo90_nn20,4,51,0.6274509803921569,0.5098039215686274,0.7586206896551724,0.7300079906570778,0.8431372549019608,0.8,0.6675381263616558
histologic_type_icdo3,8255,nested_pseudo90_nn20,5,39,0.5384615384615384,0.6153846153846154,0.7555555555555555,0.7145299145299145,0.8461538461538461,0.7407407407407407,0.5911680911680912
histologic_type_icdo3,8550,frozen_tree,1,59,0.6440677966101694,0.7288135593220338,0.7407407407407407,0.6310038852411733,0.847457627118644,0.7727272727272727,0.6163328197226502
histologic_type_icdo3,8550,frozen_tree,2,56,0.5892857142857143,0.5535714285714286,0.78125,0.7513020833333334,0.8392857142857143,0.75,0.5959821428571429
histologic_type_icdo3,8550,frozen_tree,3,42,0.6428571428571429,0.5238095238095238,0.7755102040816326,0.7434402332361516,0.8333333333333334,0.8064516129032258,0.6807708420611647
histologic_type_icdo3,8550,frozen_tree,4,44,0.8181818181818182,0.4772727272727273,0.6666666666666666,0.6158357771260997,0.8409090909090909,0.821917808219178,0.6967206309672063
histologic_type_icdo3,8550,frozen_tree,5,51,0.5882352941176471,0.5294117647058824,0.7017543859649122,0.6690058479532164,0.8431372549019608,0.7671232876712328,0.6216343882853094
histologic_type_icdo3,8550,nested_pseudo90,1,59,0.6440677966101694,0.7796610169491526,0.7619047619047619,0.6372786402696672,0.847457627118644,0.7727272727272727,0.6163328197226502
histologic_type_icdo3,8550,nested_pseudo90,2,56,0.5892857142857143,0.48214285714285715,0.7666666666666667,0.7519230769230768,0.8392857142857143,0.775,0.6363839285714287
histologic_type_icdo3,8550,nested_pseudo90,3,42,0.6428571428571429,0.5714285714285714,0.7450980392156863,0.695441813088872,0.8333333333333334,0.7419354838709677,0.5743611227482195
histologic_type_icdo3,8550,nested_pseudo90,4,44,0.8181818181818182,0.5,0.6551724137931034,0.5966562173458725,0.8409090909090909,0.821917808219178,0.6967206309672063
histologic_type_icdo3,8550,nested_pseudo90,5,51,0.5882352941176471,0.5490196078431373,0.7241379310344828,0.6879955744053108,0.8431372549019608,0.7397260273972602,0.5771207869071106
histologic_type_icdo3,8550,nested_pseudo90_nn20,1,59,0.6440677966101694,0.7796610169491526,0.7619047619047619,0.6372786402696672,0.847457627118644,0.7727272727272727,0.6163328197226502
histologic_type_icdo3,8550,nested_pseudo90_nn20,2,56,0.5892857142857143,0.5,0.7540983606557377,0.7342953574872573,0.8392857142857143,0.75,0.5959821428571429
histologic_type_icdo3,8550,nested_pseudo90_nn20,3,42,0.6428571428571429,0.5476190476190477,0.76,0.7196638655462185,0.8333333333333334,0.7419354838709677,0.5743611227482195
histologic_type_icdo3,8550,nested_pseudo90_nn20,4,44,0.8181818181818182,0.5,0.6551724137931034,0.5966562173458725,0.8409090909090909,0.821917808219178,0.6967206309672063
histologic_type_icdo3,8550,nested_pseudo90_nn20,5,51,0.5882352941176471,0.5686274509803921,0.6779661016949152,0.6286257506550116,0.8431372549019608,0.7671232876712328,0.6216343882853094
histologic_type_icdo3,8551,frozen_tree,1,106,0.22641509433962265,0.14150943396226415,0.5128205128205128,0.8047350184987877,0.8490566037735849,0.42105263157894735,0.34793182416958834
histologic_type_icdo3,8551,frozen_tree,2,95,0.3157894736842105,0.17894736842105263,0.5531914893617021,0.7584241066883844,0.8421052631578947,0.5272727272727272,0.4059808612440191
histologic_type_icdo3,8551,frozen_tree,3,98,0.32653061224489793,0.12244897959183673,0.4090909090909091,0.6918513817010057,0.8469387755102041,0.5565217391304348,0.43115449078181994
histologic_type_icdo3,8551,frozen_tree,4,111,0.2702702702702703,0.13513513513513514,0.6222222222222222,0.8278108617091668,0.8468468468468469,0.46774193548387094,0.36469583474191763
histologic_type_icdo3,8551,frozen_tree,5,104,0.3269230769230769,0.1346153846153846,0.5,0.7355769230769231,0.8461538461538461,0.5409836065573771,0.41165430071263087
histologic_type_icdo3,8551,nested_pseudo90,1,106,0.22641509433962265,0.16981132075471697,0.5714285714285714,0.8210559695576344,0.8490566037735849,0.42105263157894735,0.34793182416958834
histologic_type_icdo3,8551,nested_pseudo90,2,95,0.3157894736842105,0.22105263157894736,0.5882352941176471,0.766599104617235,0.8421052631578947,0.5272727272727272,0.4059808612440191
histologic_type_icdo3,8551,nested_pseudo90,3,98,0.32653061224489793,0.19387755102040816,0.5490196078431373,0.7459149176912144,0.8469387755102041,0.5565217391304348,0.43115449078181994
histologic_type_icdo3,8551,nested_pseudo90,4,111,0.2702702702702703,0.16216216216216217,0.6666666666666666,0.8428083255669462,0.8468468468468469,0.46774193548387094,0.36469583474191763
histologic_type_icdo3,8551,nested_pseudo90,5,104,0.3269230769230769,0.23076923076923078,0.6206896551724138,0.7772767462422636,0.8461538461538461,0.5245901639344263,0.3906419543095106
histologic_type_icdo3,8551,nested_pseudo90_nn20,1,106,0.22641509433962265,0.16037735849056603,0.5853658536585366,0.8292144689073504,0.8490566037735849,0.42105263157894735,0.34793182416958834
histologic_type_icdo3,8551,nested_pseudo90_nn20,2,95,0.3157894736842105,0.22105263157894736,0.5882352941176471,0.766599104617235,0.8421052631578947,0.5272727272727272,0.4059808612440191
histologic_type_icdo3,8551,nested_pseudo90_nn20,3,98,0.32653061224489793,0.17346938775510204,0.5306122448979592,0.7413577675968347,0.8469387755102041,0.5565217391304348,0.43115449078181994
histologic_type_icdo3,8551,nested_pseudo90_nn20,4,111,0.2702702702702703,0.16216216216216217,0.6666666666666666,0.8428083255669462,0.8468468468468469,0.46774193548387094,0.36469583474191763
histologic_type_icdo3,8551,nested_pseudo90_nn20,5,104,0.3269230769230769,0.20192307692307693,0.5818181818181818,0.7621052150463915,0.8461538461538461,0.5409836065573771,0.41165430071263087
